Time(s),Lap,GPS_Update,GPS_Delay,Accuracy (m),Lat,Long,Altitude (m),Speed (MPH),Heading (deg),dX(m),dY(m),dZ(m),X(m),Y(m),Z(m),OBD_Update,Engine Speed (RPM) *OBD,"Accelerator Pedal (%) *OBD"""
251.69,1,1,0,2.5,39.7362017,-103.8997167,1532,55.8,342.4,0.03,-0.57,-0.06,-208.49,-603.13,189.6,1,5803.75,0
251.74,1,0,0,2.5,39.7362017,-103.8997167,1532,55.8,342.4,0.09,-0.65,0.46,-208.4,-603.78,190.06,0,5803.75,0
251.79,1,0,0,2.5,39.7362017,-103.8997167,1532,55.8,342.4,-0.04,-0.48,-0.15,-208.44,-604.26,189.91,0,5803.75,0
251.87,1,0,0,2.5,39.7362017,-103.8997167,1532,55.8,342.4,0.04,-0.51,-0.07,-208.4,-604.77,189.84,0,5803.75,0
251.91,1,0,0,2.5,39.7362017,-103.8997167,1532,55.8,342.4,-0.09,-0.59,-0.18,-208.49,-605.36,189.66,1,5447.75,0
251.96,1,0,0,2.5,39.7362017,-103.8997167,1532,55.8,342.4,0.14,-0.65,-0.01,-208.35,-606.01,189.65,0,5447.75,0
252.06,1,1,0.17,2.5,39.736265,-103.8997334,1531,57.7,343.5,-0.16,-0.66,-0.11,-208.51,-606.67,189.54,0,5447.75,0
252.08,1,0,0.17,2.5,39.736265,-103.8997334,1531,57.7,343.5,-0.2,-0.52,0.54,-208.71,-607.19,190.08,0,5447.75,0
252.19,1,1,0,2.5,39.7363283,-103.8997484,1531,59.4,344.7,-0.2,-0.52,0.54,-208.91,-607.71,190.62,0,5447.75,0
252.27,1,0,0,2.5,39.7363283,-103.8997484,1531,59.4,344.7,-0.24,-0.67,0.19,-209.15,-608.38,190.81,1,5149,76.77
252.31,1,1,0,2.5,39.73639,-103.89976,1531,60.8,346,-0.35,-0.67,0.09,-209.5,-609.05,190.9,0,5149,76.77
252.35,1,0,0,2.5,39.73639,-103.89976,1531,60.8,346,-0.31,-0.58,0.02,-209.81,-609.63,190.92,0,5149,76.77
252.38,1,0,0,2.5,39.73639,-103.89976,1531,60.8,346,-0.21,-0.53,0.29,-210.02,-610.16,191.21,0,5149,76.77
252.44,1,0,0,2.5,39.73639,-103.89976,1531,60.8,346,-0.07,-0.59,0.43,-210.09,-610.75,191.64,0,5149,76.77
252.46,1,0,0,2.5,39.73639,-103.89976,1531,60.8,346,-0.07,-0.53,0.27,-210.16,-611.28,191.91,0,5149,76.77
252.51,1,1,0,2.5,39.7364533,-103.8997717,1531,61.9,347.5,0.01,-0.64,0.42,-210.15,-611.92,192.33,1,4416.25,100
252.53,1,0,0,2.5,39.7364533,-103.8997717,1531,61.9,347.5,-0.18,-0.62,0.08,-210.33,-612.54,192.41,0,4416.25,100
252.54,1,0,0,2.5,39.7364533,-103.8997717,1531,61.9,347.5,-0.31,-0.53,-0.13,-210.64,-613.07,192.28,0,4416.25,100
252.57,1,0,0,2.5,39.7364533,-103.8997717,1531,61.9,347.5,-0.26,-0.48,-0.12,-210.9,-613.55,192.16,0,4416.25,100
252.6,1,0,0,2.5,39.7364533,-103.8997717,1531,61.9,347.5,-0.25,-0.48,-0.12,-211.15,-614.03,192.04,0,4416.25,100
252.66,1,0,0,2.5,39.7364533,-103.8997717,1531,61.9,347.5,-0.24,-0.47,0.22,-211.39,-614.5,192.26,1,4510.25,41.41
252.67,1,1,0,2.5,39.7365167,-103.89978,1531,62.9,349.1,-0.37,-0.49,-0.24,-211.76,-614.99,192.02,0,4510.25,41.41
252.71,1,0,0,2.5,39.7365167,-103.89978,1531,62.9,349.1,-0.01,-0.51,0.49,-211.77,-615.5,192.51,0,4510.25,41.41
252.77,1,0,0,2.5,39.7365167,-103.89978,1531,62.9,349.1,0.01,-0.39,0.29,-211.76,-615.89,192.8,0,4510.25,41.41
253,1,1,0,2.5,39.7365167,-103.89978,1531,62.9,349.1,0.22,-0.19,0.33,-211.54,-616.08,193.13,1,4424.5,19.19
253.08,1,0,0,2.5,39.7365167,-103.89978,1531,62.9,349.1,0.07,-0.03,-0.08,-211.47,-616.11,193.05,0,4424.5,19.19
253.11,1,1,0,2.5,39.7366467,-103.8997867,1531,64.9,352.6,0.07,-0.03,-0.08,-211.4,-616.14,192.97,0,4424.5,19.19
253.15,1,0,0,2.5,39.7366467,-103.8997867,1531,64.9,352.6,0.08,0.06,0,-211.32,-616.08,192.97,0,4424.5,19.19
253.18,1,0,0,2.5,39.7366467,-103.8997867,1531,64.9,352.6,0.17,0.14,0.11,-211.15,-615.94,193.08,1,4450,18.18
253.24,1,0,0,2.5,39.7366467,-103.8997867,1531,64.9,352.6,0.1,0.23,-0.02,-211.05,-615.71,193.06,0,4450,18.18
253.26,1,0,0,2.5,39.7366467,-103.8997867,1531,64.9,352.6,0.1,0.33,-0.09,-210.95,-615.38,192.97,0,4450,18.18
253.28,1,0,0,2.5,39.7366467,-103.8997867,1531,64.9,352.6,0.01,0.46,-0.08,-210.94,-614.92,192.89,0,4450,18.18
253.3,1,1,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0.2,0.52,-0.27,-210.74,-614.4,192.62,0,4450,18.18
253.32,1,0,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0.06,0.61,-0.17,-210.68,-613.79,192.45,0,4450,18.18
253.34,1,0,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0.21,0.66,0.06,-210.47,-613.13,192.51,1,4488.5,33.33
253.37,1,0,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0,0.76,-0.18,-210.47,-612.37,192.33,0,4488.5,33.33
253.4,1,0,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0,0.76,-0.04,-210.47,-611.61,192.29,0,4488.5,33.33
253.41,1,0,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0.16,0.74,0.05,-210.31,-610.87,192.34,0,4488.5,33.33
253.46,1,0,0,2.5,39.73671,-103.8997867,1530,65.8,354.3,0.05,0.76,-0.03,-210.26,-610.11,192.31,0,4488.5,33.33
253.5,1,1,0,2.5,39.7367734,-103.8997867,1530,67,355.5,0.11,0.6,0.13,-210.15,-609.51,192.44,1,4520.75,43.43
253.54,1,0,0,2.5,39.7367734,-103.8997867,1530,67,355.5,0.04,0.66,-0.01,-210.11,-608.85,192.43,0,4520.75,43.43
253.6,1,0,0,2.5,39.7367734,-103.8997867,1530,67,355.5,-0.1,0.58,-0.17,-210.21,-608.27,192.26,0,4520.75,43.43
253.65,1,0,0,2.5,39.7367734,-103.8997867,1530,67,355.5,-0.09,0.58,-0.03,-210.3,-607.69,192.23,1,4532.75,40.4
253.68,1,1,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0.04,0.48,-0.03,-210.26,-607.21,192.2,0,4532.75,40.4
253.72,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,-0.02,0.51,-0.09,-210.28,-606.7,192.11,0,4532.75,40.4
253.78,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0.04,0.57,-0.09,-210.24,-606.13,192.02,0,4532.75,40.4
253.83,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0.06,0.61,-0.1,-210.18,-605.52,191.92,0,4532.75,40.4
253.9,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0.14,0.66,0.07,-210.04,-604.86,191.99,1,4547.5,31.31
253.95,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0,0.71,-0.06,-210.04,-604.15,191.93,0,4547.5,31.31
254,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0.15,0.8,0.04,-209.89,-603.35,191.97,0,4547.5,31.31
254.05,1,0,0,2.5,39.7368383,-103.899785,1530,67.9,356.6,0.19,0.86,0.09,-209.7,-602.49,192.06,1,4536.25,33.33
254.07,1,1,0.19,2.5,39.7369,-103.8997833,1529,68.6,357.4,0.19,0.86,0.09,-209.51,-601.63,192.15,0,4536.25,33.33
254.11,1,0,0.19,2.5,39.7369,-103.8997833,1529,68.6,357.4,0.06,0.87,0.04,-209.45,-600.76,192.19,0,4536.25,33.33
254.17,1,0,0.19,2.5,39.7369,-103.8997833,1529,68.6,357.4,0.11,0.9,0.05,-209.34,-599.86,192.24,0,4536.25,33.33
254.21,1,1,0,2.5,39.736965,-103.8997817,1529,69.5,358,0.13,0.92,-0.16,-209.21,-598.94,192.08,0,4536.25,33.33
254.26,1,0,0,2.5,39.736965,-103.8997817,1529,69.5,358,0.09,0.93,0.03,-209.12,-598.01,192.11,1,4573.25,39.39
254.33,1,1,0,2.5,39.73703,-103.8997817,1528,70.3,358.2,0.09,0.89,0.01,-209.03,-597.12,192.12,0,4573.25,39.39
254.36,1,0,0,2.5,39.73703,-103.8997817,1528,70.3,358.2,0.16,0.95,-0.02,-208.87,-596.17,192.1,0,4573.25,39.39
254.42,1,0,0,2.5,39.73703,-103.8997817,1528,70.3,358.2,0.1,0.87,0.09,-208.77,-595.3,192.19,0,4573.25,39.39
254.47,1,1,0,2.5,39.7370983,-103.899785,1527,71.2,358.1,-0.09,1.03,-0.56,-208.86,-594.27,191.63,1,4600.75,36.36
254.5,1,0,0,2.5,39.7370983,-103.899785,1527,71.2,358.1,-0.08,1,-0.3,-208.94,-593.27,191.33,0,4600.75,36.36
254.55,1,0,0,2.5,39.7370983,-103.899785,1527,71.2,358.1,0,0.94,0.03,-208.94,-592.33,191.36,0,4600.75,36.36
254.61,1,0,0,2.5,39.7370983,-103.899785,1527,71.2,358.1,0.03,0.82,-0.05,-208.91,-591.51,191.31,1,4593.75,36.36
254.67,1,0,0,2.5,39.7370983,-103.899785,1527,71.2,358.1,0.13,0.8,-0.03,-208.78,-590.71,191.28,0,4593.75,36.36
254.7,1,1,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.12,0.82,0.17,-208.66,-589.89,191.45,0,4593.75,36.36
254.75,1,0,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.05,0.88,0.02,-208.61,-589.01,191.47,0,4593.75,36.36
254.81,1,0,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.26,0.71,0.09,-208.35,-588.3,191.56,0,4593.75,36.36
254.87,1,0,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.6,0.45,0.51,-207.75,-587.85,192.07,0,4593.75,36.36
254.92,1,0,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.79,0.04,0.17,-206.96,-587.81,192.24,1,4591.75,35.35
254.97,1,0,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.18,0.74,-0.31,-206.78,-587.07,191.93,0,4591.75,35.35
255.03,1,0,0.04,2.5,39.737155,-103.8997883,1526,71.2,357.8,0.08,0.84,-0.09,-206.7,-586.23,191.84,0,4591.75,35.35
255.07,1,1,0.17,2.5,39.7372233,-103.8997983,1526,72,357,0.2,0.87,0.12,-206.5,-585.36,191.96,0,4591.75,35.35
255.11,1,0,0.17,2.5,39.7372233,-103.8997983,1526,72,357,0.11,0.74,-0.22,-206.39,-584.62,191.74,1,4592.5,28.28
255.14,1,1,0,2.5,39.7372817,-103.8998067,1525,71.8,356.2,-0.19,0.69,-0.21,-206.58,-583.93,191.53,0,4592.5,28.28
255.18,1,0,0,2.5,39.7372817,-103.8998067,1525,71.8,356.2,0.1,0.83,0,-206.48,-583.1,191.53,0,4592.5,28.28
255.24,1,0,0,2.5,39.7372817,-103.8998067,1525,71.8,356.2,0.05,0.65,-0.05,-206.43,-582.45,191.48,0,4592.5,28.28
255.3,1,0,0,2.5,39.7372817,-103.8998067,1525,71.8,356.2,0.08,0.72,0.01,-206.35,-581.73,191.49,1,4595.25,0
255.33,1,1,0,2.5,39.737345,-103.8998217,1525,72.5,354.9,0.31,0.52,0.19,-206.04,-581.21,191.68,0,4595.25,0
255.37,1,0,0,2.5,39.737345,-103.8998217,1525,72.5,354.9,0.11,0.65,-0.04,-205.93,-580.56,191.64,0,4595.25,0
255.43,1,0,0,2.5,39.737345,-103.8998217,1525,72.5,354.9,0.08,0.67,-0.11,-205.85,-579.89,191.53,1,4525.5,0
255.47,1,1,0,2.5,39.7374067,-103.89984,1525,72.7,353.6,0.16,0.6,0.01,-205.69,-579.29,191.54,0,4525.5,0
255.53,1,0,0,2.5,39.7374067,-103.89984,1525,72.7,353.6,0.29,0.52,0.1,-205.4,-578.77,191.64,0,4525.5,0
255.57,1,0,0,2.5,39.7374067,-103.89984,1525,72.7,353.6,0.38,0.45,0.23,-205.02,-578.32,191.87,0,4525.5,0
255.63,1,0,0,2.5,39.7374067,-103.89984,1525,72.7,353.6,0.27,0.35,-0.18,-204.75,-577.97,191.69,0,4525.5,0
255.67,1,1,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.3,0.35,-0.33,-204.45,-577.62,191.36,1,4555,6.06
255.73,1,0,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.55,0.25,-0.01,-203.9,-577.37,191.35,0,4555,6.06
255.77,1,0,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.4,0.16,-0.27,-203.5,-577.21,191.08,0,4555,6.06
255.83,1,0,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.32,0.14,-0.54,-203.18,-577.07,190.54,1,4376,8.08
255.9,1,0,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.28,0.21,-0.69,-202.9,-576.86,189.85,0,4376,8.08
255.94,1,0,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.3,0.12,-0.75,-202.6,-576.74,189.1,0,4376,8.08
256,1,0,0,2.5,39.737465,-103.89986,1524,72.6,352.2,0.07,0.3,-0.96,-202.53,-576.44,188.14,0,4376,8.08
256.01,1,1,0.14,2.5,39.737525,-103.899885,1524,72.8,350.5,-0.01,0.32,-0.96,-202.54,-576.12,187.18,0,4376,8.08
256.06,1,0,0.14,2.5,39.737525,-103.899885,1524,72.8,350.5,0.15,0.13,-0.94,-202.39,-575.99,186.24,0,4376,8.08
256.09,1,1,0,2.5,39.737585,-103.8999133,1524,73.3,348.9,0.26,0.22,-0.8,-202.13,-575.77,185.44,1,4144.5,7.07
256.13,1,0,0,2.5,39.737585,-103.8999133,1524,73.3,348.9,0.24,0.29,-0.83,-201.89,-575.48,184.61,0,4144.5,7.07
256.24,1,0,0,2.5,39.737585,-103.8999133,1524,73.3,348.9,0.1,0.38,-0.68,-201.79,-575.1,183.93,1,3889,5.05
256.27,1,0,0,2.5,39.737585,-103.8999133,1524,73.3,348.9,0.23,0.06,-0.85,-201.56,-575.04,183.08,0,3889,5.05
256.3,1,0,0,2.5,39.737585,-103.8999133,1524,73.3,348.9,0.4,0.26,-0.64,-201.16,-574.78,182.44,0,3889,5.05
256.33,1,1,0.05,2.5,39.7376417,-103.8999434,1524,73.2,347.2,0.52,0.21,-0.55,-200.64,-574.57,181.89,0,3889,5.05
256.36,1,0,0.05,2.5,39.7376417,-103.8999434,1524,73.2,347.2,0.07,0.51,-0.99,-200.57,-574.06,180.9,0,3889,5.05
256.43,1,0,0.05,2.5,39.7376417,-103.8999434,1524,73.2,347.2,0.19,0.52,-1.01,-200.38,-573.54,179.89,1,3745.75,5.05
256.47,1,1,0,2.5,39.7376966,-103.8999683,1524,72.7,346.2,0.29,0.31,-0.77,-200.09,-573.23,179.12,0,3745.75,5.05
256.52,1,0,0,2.5,39.7376966,-103.8999683,1524,72.7,346.2,-0.05,0.38,-1.01,-200.14,-572.85,178.11,0,3745.75,5.05
256.57,1,0,0,2.5,39.7376966,-103.8999683,1524,72.7,346.2,0.02,0.27,-0.94,-200.12,-572.58,177.17,1,3626,6.06
256.62,1,0,0,2.5,39.7376966,-103.8999683,1524,72.7,346.2,0.38,0.06,-0.52,-199.74,-572.52,176.65,0,3626,6.06
256.67,1,0,0,2.5,39.7376966,-103.8999683,1524,72.7,346.2,0.74,-0.04,-0.09,-199,-572.56,176.56,0,3626,6.06
256.68,1,1,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.74,-0.04,-0.09,-198.26,-572.6,176.47,0,3626,6.06
256.73,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.33,0.04,-0.47,-197.93,-572.56,176,1,3479.75,6.06
256.78,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.19,0.11,-0.62,-197.74,-572.45,175.38,0,3479.75,6.06
256.83,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.35,-0.01,-0.63,-197.39,-572.46,174.75,0,3479.75,6.06
256.89,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.6,-0.02,-0.24,-196.79,-572.48,174.51,0,3479.75,6.06
256.95,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.49,-0.11,-0.26,-196.3,-572.59,174.25,1,3344.75,3.03
257,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.64,-0.05,-0.07,-195.66,-572.64,174.18,0,3344.75,3.03
257.05,1,0,0.02,2.5,39.7377516,-103.8999967,1524,72.2,345.1,0.37,-0.08,-0.19,-195.29,-572.72,173.99,1,3161.75,1.01
257.09,1,1,0.2,2.5,39.7378017,-103.900025,1523,71.3,343.9,0.55,-0.08,-0.06,-194.74,-572.8,173.93,0,3161.75,1.01
257.13,1,0,0.2,2.5,39.7378017,-103.900025,1523,71.3,343.9,0.54,-0.26,0,-194.2,-573.06,173.93,0,3161.75,1.01
257.15,1,1,0,2.5,39.73785,-103.9000517,1523,70.4,342.9,0.62,-0.16,-0.04,-193.58,-573.22,173.89,0,3161.75,1.01
257.2,1,0,0,2.5,39.73785,-103.9000517,1523,70.4,342.9,0.4,-0.05,-0.2,-193.18,-573.27,173.69,0,3161.75,1.01
257.26,1,0,0,2.5,39.73785,-103.9000517,1523,70.4,342.9,0.52,-0.28,-0.06,-192.66,-573.55,173.63,0,3161.75,1.01
257.3,1,1,0,2.5,39.7379017,-103.9000817,1522,69.7,342,0.48,-0.04,-0.12,-192.18,-573.59,173.51,0,3161.75,1.01
257.33,1,0,0,2.5,39.7379017,-103.9000817,1522,69.7,342,0.57,-0.13,-0.03,-191.61,-573.72,173.48,1,2961.5,1.01
257.38,1,0,0,2.5,39.7379017,-103.9000817,1522,69.7,342,0.52,-0.17,-0.05,-191.09,-573.89,173.43,0,2961.5,1.01
257.45,1,0,0,2.5,39.7379017,-103.9000817,1522,69.7,342,0.51,-0.15,-0.01,-190.58,-574.04,173.42,0,2961.5,1.01
257.5,1,0,0,2.5,39.7379017,-103.9000817,1522,69.7,342,0.54,-0.19,-0.01,-190.04,-574.23,173.41,0,2961.5,1.01
257.51,1,1,0.01,2.5,39.7379466,-103.9001033,1522,68.7,341.5,0.69,-0.28,0.01,-189.35,-574.51,173.42,0,2961.5,1.01
257.57,1,0,0.01,2.5,39.7379466,-103.9001033,1522,68.7,341.5,0.48,-0.18,-0.06,-188.87,-574.69,173.36,1,2761.75,0
257.62,1,0,0.01,2.5,39.7379466,-103.9001033,1522,68.7,341.5,0.44,-0.25,-0.04,-188.43,-574.94,173.32,0,2761.75,0
257.68,1,1,0,2.5,39.7379933,-103.9001284,1521,68,341,0.42,-0.33,0.05,-188.01,-575.27,173.37,1,2946.75,0
257.73,1,0,0,2.5,39.7379933,-103.9001284,1521,68,341,0.4,-0.38,0.04,-187.61,-575.65,173.41,0,2946.75,0
257.77,1,0,0,2.5,39.7379933,-103.9001284,1521,68,341,0.3,-0.38,0,-187.31,-576.03,173.41,0,2946.75,0
257.83,1,0,0,2.5,39.7379933,-103.9001284,1521,68,341,0.22,-0.32,-0.01,-187.09,-576.35,173.4,1,2831.5,0
257.89,1,0,0,2.5,39.7379933,-103.9001284,1521,68,341,0.15,-0.32,-0.05,-186.94,-576.67,173.35,0,2831.5,0
257.94,1,0,0,2.5,39.7379933,-103.9001284,1521,68,341,0.16,-0.44,-0.02,-186.78,-577.11,173.33,0,2831.5,0
258,1,0,0,2.5,39.7379933,-103.9001284,1521,68,341,0.17,-0.49,-0.07,-186.61,-577.6,173.26,0,2831.5,0
258.04,1,1,0.16,2.5,39.7380367,-103.9001483,1520,66.5,340.7,0.19,-0.46,0,-186.42,-578.06,173.26,1,2860.5,0
258.07,1,0,0.16,2.5,39.7380367,-103.9001483,1520,66.5,340.7,0.21,-0.61,-0.04,-186.21,-578.67,173.22,0,2860.5,0
258.12,1,0,0.16,2.5,39.7380367,-103.9001483,1520,66.5,340.7,0.21,-0.72,0.02,-186,-579.39,173.24,0,2860.5,0
258.13,1,1,0,2.5,39.7380833,-103.9001717,1519,65.9,340.4,0.28,-0.6,-0.03,-185.72,-579.99,173.21,0,2860.5,0
258.2,1,0,0,2.5,39.7380833,-103.9001717,1519,65.9,340.4,0.17,-0.75,0.04,-185.55,-580.74,173.25,0,2860.5,0
258.25,1,0,0,2.5,39.7380833,-103.9001717,1519,65.9,340.4,0.2,-0.76,0.03,-185.35,-581.5,173.28,0,2860.5,0
258.27,1,1,0,2.5,39.7381217,-103.90019,1518,64.3,340.3,0.2,-0.76,0.03,-185.15,-582.26,173.31,0,2860.5,0
258.3,1,0,0,2.5,39.7381217,-103.90019,1518,64.3,340.3,0.16,-0.74,0.08,-184.99,-583,173.39,1,2796.5,0
258.35,1,0,0,2.5,39.7381217,-103.90019,1518,64.3,340.3,0.13,-0.75,0.01,-184.86,-583.75,173.4,0,2796.5,0
258.42,1,0,0,2.5,39.7381217,-103.90019,1518,64.3,340.3,0.14,-0.77,0.06,-184.72,-584.52,173.46,0,2796.5,0
258.47,1,0,0,2.5,39.7381217,-103.90019,1518,64.3,340.3,0.09,-0.75,0.06,-184.63,-585.27,173.52,0,2796.5,0
258.48,1,1,0.01,2.5,39.7381617,-103.9002083,1518,62.7,340.3,0.16,-0.76,0.03,-184.47,-586.03,173.55,1,2760,10.1
258.53,1,0,0.01,2.5,39.7381617,-103.9002083,1518,62.7,340.3,0.05,-0.67,0.01,-184.42,-586.7,173.56,0,2760,10.1
258.58,1,0,0.01,2.5,39.7381617,-103.9002083,1518,62.7,340.3,0.02,-0.57,0.01,-184.4,-587.27,173.57,0,2760,10.1
258.63,1,0,0.01,2.5,39.7381617,-103.9002083,1518,62.7,340.3,-0.02,-0.57,0.04,-184.42,-587.84,173.61,0,2760,10.1
258.69,1,0,0.01,2.5,39.7381617,-103.9002083,1518,62.7,340.3,-0.08,-0.53,-0.08,-184.5,-588.37,173.53,1,2782.5,32.32
258.7,1,1,0.02,2.5,39.738205,-103.9002267,1517,61.8,340.5,-0.08,-0.53,-0.08,-184.58,-588.9,173.45,0,2782.5,32.32
258.75,1,0,0.02,2.5,39.738205,-103.9002267,1517,61.8,340.5,-0.05,-0.66,0.02,-184.63,-589.56,173.47,0,2782.5,32.32
258.8,1,0,0.02,2.5,39.738205,-103.9002267,1517,61.8,340.5,0.03,-0.72,0.08,-184.6,-590.28,173.55,0,2782.5,32.32
258.85,1,0,0.02,2.5,39.738205,-103.9002267,1517,61.8,340.5,0,-0.67,-0.03,-184.6,-590.95,173.52,0,2782.5,32.32
258.92,1,0,0.02,2.5,39.738205,-103.9002267,1517,61.8,340.5,-0.04,-0.82,0.03,-184.64,-591.77,173.55,0,2782.5,32.32
258.97,1,0,0.02,2.5,39.738205,-103.9002267,1517,61.8,340.5,0.04,-0.9,0.02,-184.6,-592.67,173.57,1,2778.75,29.29
258.99,1,1,0.09,2.5,39.7382467,-103.90024,1516,60.5,340.9,0.19,-0.86,0.15,-184.41,-593.53,173.72,0,2778.75,29.29
259.03,1,0,0.09,2.5,39.7382467,-103.90024,1516,60.5,340.9,-0.02,-0.87,0.02,-184.43,-594.4,173.74,0,2778.75,29.29
259.09,1,0,0.09,2.5,39.7382467,-103.90024,1516,60.5,340.9,-0.03,-0.9,0.12,-184.46,-595.3,173.86,0,2778.75,29.29
259.12,1,1,0,2.5,39.73829,-103.900255,1516,59.8,341.7,0.06,-0.86,0.09,-184.4,-596.16,173.95,1,2797,23.23
259.17,1,0,0,2.5,39.73829,-103.900255,1516,59.8,341.7,0.01,-0.88,0.04,-184.39,-597.04,173.99,0,2797,23.23
259.22,1,0,0,2.5,39.73829,-103.900255,1516,59.8,341.7,0.05,-0.86,0.08,-184.34,-597.9,174.07,0,2797,23.23
259.28,1,0,0,2.5,39.73829,-103.900255,1516,59.8,341.7,0.07,-0.85,-0.04,-184.27,-598.75,174.03,1,2808.25,23.23
259.31,1,1,0,2.5,39.738335,-103.9002684,1516,59.2,342.5,-0.29,-0.65,-0.29,-184.56,-599.4,173.74,0,2808.25,23.23
259.35,1,0,0,2.5,39.738335,-103.9002684,1516,59.2,342.5,0.05,-0.84,0.07,-184.51,-600.24,173.81,0,2808.25,23.23
259.4,1,0,0,2.5,39.738335,-103.9002684,1516,59.2,342.5,-0.02,-0.88,0.02,-184.53,-601.12,173.83,0,2808.25,23.23
259.45,1,0,0,2.5,39.738335,-103.9002684,1516,59.2,342.5,-0.11,-0.8,-0.01,-184.64,-601.92,173.82,0,2808.25,23.23
259.46,1,1,0,2.5,39.7383816,-103.9002767,1516,58.9,344.2,-0.11,-0.8,-0.01,-184.75,-602.72,173.81,0,2808.25,23.23
259.51,1,0,0,2.5,39.7383816,-103.9002767,1516,58.9,344.2,-0.06,-0.9,0.06,-184.81,-603.62,173.87,1,2805.25,40.4
259.57,1,0,0,2.5,39.7383816,-103.9002767,1516,58.9,344.2,0.03,-0.81,0.19,-184.78,-604.43,174.06,0,2805.25,40.4
259.62,1,0,0,2.5,39.7383816,-103.9002767,1516,58.9,344.2,-0.22,-0.81,0.03,-185,-605.24,174.09,1,2844,40.4
259.67,1,0,0,2.5,39.7383816,-103.9002767,1516,58.9,344.2,-0.09,-0.75,0.08,-185.09,-605.99,174.17,0,2844,40.4
259.69,1,1,0.03,2.5,39.738425,-103.9002817,1515,57.5,345.9,-0.23,-0.86,0.04,-185.32,-606.85,174.21,0,2844,40.4
259.73,1,0,0.03,2.5,39.738425,-103.9002817,1515,57.5,345.9,-0.13,-0.71,0.06,-185.45,-607.56,174.27,0,2844,40.4
259.79,1,0,0.03,2.5,39.738425,-103.9002817,1515,57.5,345.9,-0.13,-0.61,0.03,-185.58,-608.17,174.3,1,2847.5,41.41
259.84,1,0,0.03,2.5,39.738425,-103.9002817,1515,57.5,345.9,-0.13,-0.62,0.01,-185.71,-608.79,174.31,0,2847.5,41.41
259.89,1,0,0.03,2.5,39.738425,-103.9002817,1515,57.5,345.9,-0.1,-0.65,0.02,-185.81,-609.44,174.33,0,2847.5,41.41
259.95,1,0,0.03,2.5,39.738425,-103.9002817,1515,57.5,345.9,-0.08,-0.6,0,-185.89,-610.04,174.33,1,2863.75,41.41
259.98,1,1,0.1,2.5,39.738465,-103.9002833,1515,56.4,347.9,-0.09,-0.7,0.04,-185.98,-610.74,174.37,0,2863.75,41.41
260.04,1,0,0.1,2.5,39.738465,-103.9002833,1515,56.4,347.9,-0.11,-0.65,-0.12,-186.09,-611.39,174.25,0,2863.75,41.41
260.09,1,0,0.1,2.5,39.738465,-103.9002833,1515,56.4,347.9,-0.01,-0.69,0.04,-186.1,-612.08,174.29,0,2863.75,41.41
260.13,1,1,0,2.5,39.7385033,-103.9002867,1514,55,349.5,-0.07,-0.74,0.03,-186.17,-612.82,174.32,1,2890.5,44.44
260.18,1,0,0,2.5,39.7385033,-103.9002867,1514,55,349.5,-0.09,-0.81,0.04,-186.26,-613.63,174.36,0,2890.5,44.44
260.24,1,0,0,2.5,39.7385033,-103.9002867,1514,55,349.5,-0.19,-0.77,0.05,-186.45,-614.4,174.41,0,2890.5,44.44
260.29,1,1,0,2.5,39.738545,-103.90028,1514,54.2,352.3,-0.27,-0.8,0.22,-186.72,-615.2,174.63,1,2938.5,53.54
